codigo_ocorrencia2,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
39768,INCIDENTE,CAMPINAS,SP,****,21/01/2010,21,1,2010,PRESP,AVIÃO,HAWKER BEECHCRAFT,B200GT,BE20,TURBOÉLICE,BIMOTOR,5670,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,LEVE,0
39321,ACIDENTE,PONTES E LACERDA,MT,****,23/01/2010,23,1,2010,PTOHL,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,DESTRUÍDA,1
39709,INCIDENTE GRAVE,CURITIBA,PR,SBBI,23/01/2010,23,1,2010,PTOLF,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,PARTICULAR,MINISTRO VICTOR KONDER,BACACHERI,CORRIDA APÓS POUSO,NENHUM,0
39849,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,23/01/2010,23,1,2010,PRMHZ,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
39323,ACIDENTE,CASIMIRO DE ABREU,RJ,****,24/01/2010,24,1,2010,PUMEL,ULTRALEVE,***,MISTRAL 582C,ULAC,PISTÃO,MONOMOTOR,430,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,SUBSTANCIAL,1
39318,ACIDENTE,SENADOR JOSÉ PORFÍRIO,PA,****,25/01/2010,25,1,2010,PTTAF,AVIÃO,EMBRAER,EMB-110,E110,TURBOÉLICE,BIMOTOR,5600,TÁXI AÉREO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,WILMA REBELO,DESCIDA,SUBSTANCIAL,2
39848,INCIDENTE,GUARULHOS,SP,SBGR,25/01/2010,25,1,2010,PTMXA,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,NENHUM,0
39322,ACIDENTE,SÃO BERNARDO DO CAMPO,SP,****,26/01/2010,26,1,2010,PTYSG,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,ESPECIALIZADA,MERCEDES-BENZ DO BRASIL LTDA,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
39487,INCIDENTE GRAVE,PALMAS,TO,SBPJ,26/01/2010,26,1,2010,PRSAM,AVIÃO,BEECH AIRCRAFT,F33A,BE33,PISTÃO,MONOMOTOR,1588,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,BRIGADEIRO LYSIAS RODRIGUES,POUSO,SUBSTANCIAL,0
39850,INCIDENTE,BELÉM,PA,SBJC,26/01/2010,26,1,2010,PRJFS,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
39319,ACIDENTE,IPERÓ,SP,****,27/01/2010,27,1,2010,PRUGO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,PARTICULAR,SOROCABA,FAZENDA SANTA RITA,SUBIDA,DESTRUÍDA,2
39627,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,27/01/2010,27,1,2010,PRMYE,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,70000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
40617,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,27/01/2010,27,1,2010,PRMYA,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
39158,INCIDENTE,BELÉM,PA,****,28/01/2010,28,1,2010,PRLGJ,AVIÃO,BOEING COMPANY,757-225,B752,JATO,BIMOTOR,108862,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
39687,INCIDENTE GRAVE,PORTO UNIÃO,SC,****,28/01/2010,28,1,2010,PTUPW,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,ESPECIALIZADA,SANTA TEREZINHA,COMANDANTE ANTONIO AMILTON BERALDO,ESPECIALIZADA,NENHUM,0
39747,INCIDENTE,CAIRU,BA,SNCL,31/01/2010,31,1,2010,PTEHG,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,PISTÃO,BIMOTOR,3175,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
39787,INCIDENTE,GOIÂNIA,GO,SBGO,31/01/2010,31,1,2010,PPFKI,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
39748,INCIDENTE,CAMBÉ,PR,****,03/02/2010,3,2,2010,PRWAR,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1497,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,NENHUM,0
39316,ACIDENTE,RIO DO OESTE,SC,****,04/02/2010,4,2,2010,PPGMH,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,BLUMENAU,RANCHO SUMIDOR,POUSO,SUBSTANCIAL,0
39155,INCIDENTE,BELO HORIZONTE,MG,****,05/02/2010,5,2,2010,PTLVI,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,4377,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
39176,INCIDENTE,SÃO LUÍS,MA,****,05/02/2010,5,2,2010,PRMAA,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
39235,ACIDENTE,ITUMBIARA,GO,****,06/02/2010,6,2,2010,PTWKN,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1497,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,DESTRUÍDA,1
39295,ACIDENTE,RIO DE JANEIRO,RJ,****,06/02/2010,6,2,2010,PUFLK,ULTRALEVE,***,RV-9,ULAC,PISTÃO,MONOMOTOR,735,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,SUBSTANCIAL,2
40207,INCIDENTE,CRUZEIRO DO SUL,AC,SBCZ,06/02/2010,6,2,2010,PTVJP,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
39115,ACIDENTE,CORRENTINA,BA,SNTY,07/02/2010,7,2,2010,PTNQX,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,P28R,PISTÃO,MONOMOTOR,1202,PARTICULAR,BRIGADEIRO ARARIPE MACEDO,CORRENTINA,DECOLAGEM,SUBSTANCIAL,0
39367,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,07/02/2010,7,2,2010,PPGLS,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
39405,ACIDENTE,ITIQUIRA,MT,****,07/02/2010,7,2,2010,PTUML,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
40290,INCIDENTE,VITÓRIA,ES,SBVT,07/02/2010,7,2,2010,PPPJE,AVIÃO,EMBRAER,ERJ 170-200 LR,E170,JATO,BIMOTOR,38790,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
39178,INCIDENTE,CAMPINAS,SP,****,08/02/2010,8,2,2010,PTMZU,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
39972,INCIDENTE,POÇOS DE CALDAS,MG,SBPC,08/02/2010,8,2,2010,PTNZO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
39969,INCIDENTE,SALVADOR,BA,SBSV,09/02/2010,9,2,2010,PRGEA,AVIÃO,BOEING COMPANY,737-7EH,B737,JATO,BIMOTOR,70080,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,ANTONIO CARLOS JOBIM / GALEÃO,SUBIDA,NENHUM,0
39275,ACIDENTE,SÃO PAULO,SP,****,10/02/2010,10,2,2010,PTYRE,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 BA,***,TURBOEIXO,MONOMOTOR,2100,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,CRUZEIRO,DESTRUÍDA,1
39967,INCIDENTE,TEIXEIRA DE FREITAS,BA,****,11/02/2010,11,2,2010,PTHOZ,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
39365,INCIDENTE,GOIÂNIA,GO,****,12/02/2010,12,2,2010,PRMAA,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,***,0
41377,ACIDENTE,SERRA NEGRA,SP,****,14/02/2010,14,2,2010,PPMNP,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,***,0
39930,INCIDENTE GRAVE,CURITIBA,PR,SBCT,16/02/2010,16,2,2010,PTWKQ,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,6033,TÁXI AÉREO,AEROPUERTO INTERNACIONAL MINISTRO PISTARINI,AFONSO PENA,CRUZEIRO,NENHUM,0
39992,ACIDENTE,SÃO PAULO,SP,SBMT,17/02/2010,17,2,2010,PRUUT,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,CAMPO DE MARTE,CORRIDA APÓS POUSO,LEVE,0
39386,INCIDENTE,SÃO PAULO,SP,****,18/02/2010,18,2,2010,PTMFU,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
40325,INCIDENTE GRAVE,EXU,PE,****,19/02/2010,19,2,2010,PTOXO,AVIÃO,CESSNA AIRCRAFT,172C,C172,PISTÃO,MONOMOTOR,1020,PARTICULAR,CURRAIS NOVOS,SENADOR NILO COELHO,POUSO,NENHUM,0
39385,INCIDENTE GRAVE,BRASÍLIA,DF,SBBR,21/02/2010,21,2,2010,PTNIJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,PARTICULAR,NELSON RODRIGUES GUIMARÃES,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,SUBSTANCIAL,0
39988,INCIDENTE,CURITIBA,PR,SBBI,22/02/2010,22,2,2010,PTFLF,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
40318,INCIDENTE,JUIZ DE FORA,MG,****,22/02/2010,22,2,2010,PUDAB,ULTRALEVE,***,FK9 MK3,ULAC,PISTÃO,MONOMOTOR,464,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
39727,INCIDENTE GRAVE,VÁRZEA GRANDE,MT,SBCY,23/02/2010,23,2,2010,PTSOG,AVIÃO,EMBRAER,EMB-110P1,E110,TURBOÉLICE,BIMOTOR,5670,TÁXI AÉREO,FAZENDA PAIAGUAS,MARECHAL RONDON,POUSO,LEVE,0
39317,ACIDENTE,RIO VERDE,GO,SWLC,24/02/2010,24,2,2010,PPGOB,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
39987,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,24/02/2010,24,2,2010,PTAFX,AVIÃO,CESSNA AIRCRAFT,170A,C170,PISTÃO,MONOMOTOR,998,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
41181,INCIDENTE,CASCAVEL,PR,SBCA,25/02/2010,25,2,2010,PRVLA,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,L410,TURBOÉLICE,BIMOTOR,6600,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
39933,ACIDENTE,BELO HORIZONTE,MG,****,26/02/2010,26,2,2010,PTOID,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,2495,PARTICULAR,DOUTOR RAMALHO FRANCO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DESCIDA,DESTRUÍDA,2
40296,INCIDENTE,CURITIBA,PR,****,26/02/2010,26,2,2010,PTVMA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
40316,INCIDENTE GRAVE,TIMÓTEO,MG,****,26/02/2010,26,2,2010,PPIEG,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,SUBSTANCIAL,0
40331,INCIDENTE,CAMPINAS,SP,****,28/02/2010,28,2,2010,PRPMV,AVIÃO,DASSAULT AVIATION,FALCON 900EX (EASY),F900,JATO,TRIMOTOR,22226,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,NENHUM,0
40314,INCIDENTE,SÃO PAULO,SP,****,04/03/2010,4,3,2010,PTMFU,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,LEVE,0
39916,INCIDENTE GRAVE,MANAUS,AM,SBEG,07/03/2010,7,3,2010,PTLJK,AVIÃO,LEARJET,35A,LJ35,JATO,BIMOTOR,8301,TÁXI AÉREO,EDUARDO GOMES,FORA DE AERODROMO,DECOLAGEM,LEVE,0
39910,INCIDENTE,GUARULHOS,SP,SBGR,08/03/2010,8,3,2010,PTMZH,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
39887,ACIDENTE,BELO HORIZONTE,MG,SBPR,09/03/2010,9,3,2010,PTNYV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,INSTRUÇÃO,CARLOS PRATES,CARLOS PRATES,SUBIDA,SUBSTANCIAL,0
39914,INCIDENTE,LONDRINA,PR,SBLO,09/03/2010,9,3,2010,PPGMA,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,NENHUM,0
40312,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,09/03/2010,9,3,2010,PRLCM,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
39913,INCIDENTE GRAVE,RIO BRANCO,AC,SBRB,10/03/2010,10,3,2010,PTMEA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,TÁXI AÉREO,***,CRUZEIRO DO SUL,DECOLAGEM,NENHUM,0
40150,INCIDENTE GRAVE,SANTA MARIA,RS,SBSM,10/03/2010,10,3,2010,PTJXO,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1632,ADMINISTRAÇÃO DIRETA,SALGADO FILHO,ITAQUI,POUSO,LEVE,0
40273,INCIDENTE,RIO BRANCO,AC,SBRB,10/03/2010,10,3,2010,PTMEA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
39993,INCIDENTE GRAVE,LONDRINA,PR,SBLO,11/03/2010,11,3,2010,PTBKU,AVIÃO,CESSNA AIRCRAFT,150J,C150,PISTÃO,MONOMOTOR,726,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,FORA DE AERODROMO,DECOLAGEM,LEVE,0
41986,INCIDENTE,GUARULHOS,SP,SBGR,11/03/2010,11,3,2010,PRMBH,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,LEVE,0
40260,INCIDENTE,BELO HORIZONTE,MG,****,12/03/2010,12,3,2010,PPEJJ,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,LEVE,0
41988,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,12/03/2010,12,3,2010,PRMHM,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,LEVE,0
40027,INCIDENTE,BLUMENAU,SC,SSBL,15/03/2010,15,3,2010,PPFKV,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
40320,INCIDENTE,GUARULHOS,SP,SBGR,15/03/2010,15,3,2010,PROAE,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
40322,INCIDENTE,BELÉM,PA,SBJC,15/03/2010,15,3,2010,PTIBY,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1179,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
40307,INCIDENTE,BELÉM,PA,SBJC,16/03/2010,16,3,2010,PRJFS,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
40168,INCIDENTE,MONTES CLAROS,MG,SBMK,17/03/2010,17,3,2010,PREGB,AVIÃO,DASSAULT AVIATION,FALCON 10,FA10,JATO,BIMOTOR,8300,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
40329,INCIDENTE,SÃO PAULO,SP,SBSP,18/03/2010,18,3,2010,PTOGQ,AVIÃO,CESSNA AIRCRAFT,208,C208,TURBOÉLICE,MONOMOTOR,3629,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
41998,INCIDENTE,CONFINS,MG,SBCF,18/03/2010,18,3,2010,PRMAV,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
41999,INCIDENTE,GUARULHOS,SP,SBGR,18/03/2010,18,3,2010,PRMAD,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,LEVE,0
40088,ACIDENTE,UIRAMUTÃ,RR,****,19/03/2010,19,3,2010,PTJTM,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,2404,ADMINISTRAÇÃO DIRETA,ATLAS BRASIL CANTANHEDE,SERRA DO SOL,POUSO,SUBSTANCIAL,0
40148,ACIDENTE,CAMPO GRANDE,MS,****,19/03/2010,19,3,2010,PTLCI,AVIÃO,CESSNA AIRCRAFT,185,C185,PISTÃO,MONOMOTOR,1451,PARTICULAR,FORA DE AERODROMO,ESTÂNCIA SANTA MARIA,APROXIMAÇÃO FINAL,SUBSTANCIAL,0
40170,INCIDENTE,MANAUS,AM,SBEG,20/03/2010,20,3,2010,PPMTA,AVIÃO,MCDONNELL DOUGLAS,DC-10-30F,DC10,JATO,TRIMOTOR,256280,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
40210,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,20/03/2010,20,3,2010,PTKDZ,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
40212,INCIDENTE,UBERLÂNDIA,MG,SBUL,20/03/2010,20,3,2010,PPXRK,AVIÃO,***,BUMERANGUE EX27,ZZZZ,PISTÃO,MONOMOTOR,1194,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
40332,INCIDENTE,MACAÉ,RJ,****,20/03/2010,20,3,2010,PRCHG,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
40149,ACIDENTE,LUZIÂNIA,GO,SWUZ,21/03/2010,21,3,2010,PPGYK,AVIÃO,XAVANTE,A-122-B,A122,PISTÃO,MONOMOTOR,840,INSTRUÇÃO,BRIGADEIRO ARARIPE MACEDO,FORA DE AERODROMO,DECOLAGEM,DESTRUÍDA,0
40209,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,21/03/2010,21,3,2010,PPKBS,AVIÃO,XAVANTE,A-122-B,A122,PISTÃO,MONOMOTOR,840,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,RETA FINAL,NENHUM,0
41939,INCIDENTE,CONFINS,MG,SBCF,22/03/2010,22,3,2010,PRMBN,AVIÃO,AIRBUS INDUSTRIE,A319-132,A319,JATO,BIMOTOR,75500,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,LEVE,0
40330,INCIDENTE,RIO DE JANEIRO,RJ,****,24/03/2010,24,3,2010,N245AY,AVIÃO,BOEING COMPANY,767-201,***,JATO,BIMOTOR,0,***,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,NENHUM,0
42781,INCIDENTE,GUARULHOS,SP,SBGR,25/03/2010,25,3,2010,PTMUD,AVIÃO,BOEING COMPANY,777-32WER,B77W,JATO,BIMOTOR,346544,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,LEVE,0
40087,ACIDENTE,ANÁPOLIS,GO,SWNS,26/03/2010,26,3,2010,PTAKS,AVIÃO,CESSNA AIRCRAFT,210H,C210,PISTÃO,MONOMOTOR,1542,PARTICULAR,ANÁPOLIS,FAZENDA SÃO LUIZ,DECOLAGEM,SUBSTANCIAL,0
40089,ACIDENTE,VILA BELA DA SANTÍSSIMA TRINDADE,MT,****,28/03/2010,28,3,2010,PTIXG,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,SUBSTANCIAL,0
40827,INCIDENTE,PENÁPOLIS,SP,****,30/03/2010,30,3,2010,PTMFM,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
40287,INCIDENTE,ITAJAÍ,SC,****,31/03/2010,31,3,2010,PTDYZ,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1814,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
40326,INCIDENTE,RECIFE,PE,****,31/03/2010,31,3,2010,PPLCQ,AVIÃO,PIPER AIRCRAFT,PA-31T,PAY2,TURBOÉLICE,BIMOTOR,4082,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
40288,INCIDENTE,FORTALEZA,CE,SBFZ,01/04/2010,1,4,2010,PRGTH,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,79000,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
40275,INCIDENTE,BRASÍLIA,DF,SBBR,02/04/2010,2,4,2010,PRBZE,AVIÃO,PILATUS,PC-12/45,PC12,TURBOÉLICE,MONOMOTOR,4500,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
40291,INCIDENTE,CONFINS,MG,SBCF,03/04/2010,3,4,2010,PRGGH,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
40251,INCIDENTE,FLORIANÓPOLIS,SC,****,04/04/2010,4,4,2010,PTHML,HELICÓPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,PAIRADO,NENHUM,0
40267,INCIDENTE GRAVE,VERA CRUZ,BA,SNVR,04/04/2010,4,4,2010,PTIPO,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,PISTÃO,BIMOTOR,2948,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,LORENZO,CRUZEIRO,NENHUM,0
